717 21289
157 297
519 96 82733858
181 707 717139474
615 140 295796584
173 148 411156846
403 544 202575977
228 175 779726022
583 288 154574489
367 173 163133691
651 176 846563533
191 151 362593711
476 442 40566174
370 296 398190065
200 461 133949998
361 409 338435190
579 203 726644507
104 645 182768533
689 494 164072573
538 290 694444993
348 174 842413901
29 44 585172707
456 150 979613576
19 577 523166167
66 397 196293748
113 490 255827543
552 67 480547449
220 675 660357377
369 566 354127615
521 623 859268590
206 200 235281939
548 464 965071967
407 582 942696899
52 638 643010664
607 175 288636272
97 694 311891943
171 600 275850220
478 619 473187329
575 274 868292106
135 345 440275128
222 235 849028076
675 237 787785073
429 359 867527611
398 487 362127486
7 486 166117401
433 77 565190161
189 33 285343948
244 134 345539269
119 360 897447436
76 252 463442478
255 635 243383090
422 309 308258328
678 144 300274693
644 328 641051629
68 341 443788247
602 164 265738618
346 235 403892085
100 126 302285421
497 522 328681146
443 19 178371033
491 7 701243264
44 583 388745007
415 593 995638025
108 366 756652697
126 496 144327275
551 23 449085725
157 225 287786805
296 335 409765821
222 224 401069213
290 261 694793163
13 631 25907244
493 14 101953107
399 278 911865302
344 530 799466733
662 134 182469747
279 447 436383475
507 315 54910722
156 135 381130787
370 260 678611258
558 271 734584396
432 257 301749433
6 464 454844043
346 607 673046161
645 119 475506014
573 488 946764763
78 627 934846664
613 13 713274875
562 400 771709742
136 161 819763776
88 311 335618902
2 288 998327553
278 569 653828798
400 712 217904151
9 43 72348481
189 242 420996415
448 326 631226242
490 357 721152256
433 49 634059538
345 516 709765628
285 123 511680122
159 477 833368849
308 449 661501793
42 479 560467605
460 646 296732128
220 460 830098488
390 434 264945382
58 477 26843024
556 694 162941086
254 61 120289553
29 97 151470147
406 276 84616527
407 432 44591187
335 240 49992399
686 183 216710332
691 246 305626598
561 43 770868879
630 626 397431969
330 110 419870420
381 529 448415179
30 597 498724495
184 547 407369792
308 345 749173359
623 408 877727760
310 220 766468651
659 592 222181814
489 63 432636172
163 460 279724022
288 19 428672565
49 215 271109665
216 283 572341145
129 27 841758120
369 676 171659402
429 238 340328902
650 568 157118779
604 607 617313904
291 159 45048270
691 659 508885727
392 155 479437039
158 237 521967363
93 133 128828789
553 600 792001603
179 381 518551872
36 270 977715471
380 201 119705552
684 566 427400858
522 258 443937035
598 500 198452079
19 137 354959124
466 451 443320397
267 346 366031578
636 628 281828809
8 64 28886369
357 28 946180710
292 624 911505708
426 172 863853108
132 587 588953825
328 37 185383738
654 405 846472912
414 549 599164237
143 632 110253790
655 169 749370766
600 31 35576694
107 184 936734206
345 629 353891261
130 419 847729834
601 669 10567394
4 189 471699106
493 101 932684427
246 653 686768647
26 131 765171475
13 506 980421848
22 425 780376788
201 232 276994902
65 517 161579626
82 212 955040955
574 453 359086998
593 493 76303586
242 388 664243903
696 316 629689290
412 514 131171840
513 559 949707580
576 585 699649938
616 577 335115658
401 538 764867104
336 302 776400966
80 622 17417245
197 150 834522407
428 153 764074166
648 187 350486333
587 700 637670027
408 689 153491674
382 688 663975746
37 501 177428831
348 339 518287784
193 48 519016526
473 20 77551603
539 628 670760791
526 689 402488636
486 546 55402146
70 352 273526093
589 672 912592140
194 572 701753280
518 667 990804833
15 373 901022301
353 530 860156672
707 293 606038029
288 197 814187951
708 305 781548996
231 186 508427339
432 252 505303050
298 295 733927034
358 198 967070706
52 494 515730142
47 446 817823895
96 19 142406808
548 585 537331067
288 257 299935838
29 583 919090792
278 74 111090992
320 565 191374071
631 634 233602778
382 709 489735106
208 682 352689966
154 270 676293124
247 194 45381756
514 251 756084326
582 320 231499400
258 671 857692044
481 334 293890885
139 606 292050141
306 411 603298165
64 525 57421435
68 336 756156451
167 246 552408044
180 522 488861951
147 368 655181887
29 644 461472496
137 554 28294726
153 476 465725371
414 566 406728019
150 368 794543708
285 669 869524777
77 215 808421282
273 137 141723547
131 705 755572236
399 228 933992560
171 93 734872586
396 661 555822801
611 669 490799237
46 90 263484150
426 342 599274623
302 551 585542528
425 197 437835219
675 540 702244687
246 249 487198839
231 145 515180710
703 450 690086621
426 562 761058288
349 202 701142949
193 663 590529643
237 504 732012266
697 382 92142812
361 54 566813110
716 204 702065065
196 214 659045621
458 24 306023838
409 641 16542655
456 179 610955160
357 188 455618147
444 243 636664116
269 115 121067353
5 511 145148311
184 112 809096072
213 177 110411237
243 259 409644427
327 86 732827446
352 125 605627404
621 34 530454247
55 88 3067487
601 509 993193112
98 448 528941361
685 176 642756331
35 50 725345219
709 404 895282834
518 636 560827540
408 564 214498481
437 663 649976049
278 25 2901671
500 608 631660887
642 46 382320161
633 483 445365131
21 476 374226928
342 20 836245336
336 19 686463723
67 676 729395325
569 513 478064350
342 42 518923918
491 265 174949175
503 480 495082110
593 694 558061755
273 621 736285768
512 518 84481012
384 363 543686653
474 715 942113874
412 232 848679918
231 396 96526041
615 75 860556981
236 187 917982792
520 253 85605836
320 251 732228499
323 467 107128938
166 709 145259381
379 469 559955360
637 400 295885879
14 83 875016823
586 273 603897889
303 36 209102955
532 656 820557341
577 78 702369810
414 471 274352668
153 645 93573791
202 612 813608816
86 285 703142246
200 289 707124416
114 705 330835199
566 186 829377067
299 251 745915621
322 617 838777171
660 3 40954339
315 675 228600134
340 696 704249299
712 656 856359492
124 294 515041284
664 316 452671437
18 581 697787813
20 73 721479364
677 51 715114018
656 534 788367564
347 254 56900089
581 267 803392243
476 454 479147045
383 218 319683766
315 493 670451798
466 626 751668099
371 581 973500830
162 285 101223853
48 187 57027491
587 3 39953733
469 439 437879421
397 48 816222027
505 707 917540229
476 547 439766083
21 60 838455733
361 15 803968444
59 568 654392141
680 689 243429851
523 573 453151725
164 251 160528423
128 63 627250488
359 351 489627299
1 321 249305012
308 661 977016970
671 226 769357249
79 383 587267827
539 421 240308586
432 677 705889487
636 609 216164448
598 134 340877758
324 487 711493083
78 515 216322212
130 609 671876590
210 252 166883362
201 409 893772126
350 571 853551878
700 480 503761762
701 282 789373533
702 161 308545454
32 107 319493769
322 421 656006000
486 442 95404884
506 520 192469939
452 236 440489047
357 149 643135779
3 192 16612047
69 188 881109902
116 143 855751367
180 200 544696962
454 476 750949889
319 394 118509075
216 351 20532421
180 251 916566038
700 80 762083552
623 54 910176180
234 221 152943091
634 666 300869940
263 29 273544368
633 39 507178337
190 282 67840367
164 226 631997384
653 515 809107637
93 181 377095825
483 6 924253405
327 436 176404772
462 276 425643436
390 425 19730225
372 386 30662449
212 451 46262827
562 216 949027768
599 88 589587327
179 129 419333269
629 333 489210525
61 398 146275073
331 510 863423426
318 686 176319884
38 406 39942954
229 554 958354531
22 244 198702750
18 401 208139957
119 233 224024479
586 187 645558972
83 488 349814218
691 367 918983435
450 142 433640428
570 373 642743280
125 273 591899439
391 248 228560395
376 128 883028145
98 597 275417102
407 54 493274080
118 563 652985346
683 219 868897580
493 374 586360282
676 311 332684722
250 252 640524970
420 34 243235485
536 120 303225760
417 101 622691400
179 211 710593919
292 257 538735378
14 152 78500517
30 170 345900670
31 331 675900771
477 111 914680414
661 303 890983037
444 501 339168263
391 607 800911532
287 493 759820523
436 591 76942574
586 50 567924787
494 102 417551425
184 283 934069280
662 666 741763384
345 593 837694605
457 595 120704892
575 68 321656081
261 662 672275281
244 415 439636258
72 526 623927346
611 551 20464715
209 313 805736336
458 76 580251877
116 155 217152316
16 522 24847120
355 308 865891433
244 680 895345588
438 259 47765275
515 348 936279672
481 486 616031529
611 448 985145281
92 181 764601535
345 333 994842854
612 704 757629543
634 675 483032563
337 67 813805458
711 251 870896623
355 168 807745780
630 699 684713643
313 282 81294435
202 464 198116892
415 651 376706121
327 239 886071781
18 272 475340370
282 455 111628816
549 400 915244901
460 428 50401661
416 371 558098007
678 229 290919282
367 1 729200723
636 204 902046415
211 564 669241887
369 280 599807147
589 674 625147691
300 164 682812041
203 21 664609294
290 405 285040574
360 319 544022490
631 56 737174992
512 708 352947914
74 202 870619293
220 215 632750016
709 225 564723535
180 652 368525473
423 284 513809364
563 597 875493126
204 82 412984357
375 50 326202628
591 329 697909351
71 68 83584812
416 675 455536079
523 126 832765732
90 606 881016060
455 443 350980357
698 85 97970210
401 708 56199800
619 29 753471771
630 491 808686751
56 535 363542510
15 380 108226209
640 171 391912652
514 128 58154539
662 21 819875162
524 194 982729466
79 344 586286606
352 616 956727426
240 138 699902839
568 539 100435395
655 600 331525050
521 566 791314768
237 338 947265859
452 361 694439448
459 235 999381848
302 118 542124632
27 444 883880918
284 389 574417441
589 676 82672162
612 441 749636123
275 646 146062046
113 80 984672166
17 441 579902660
221 109 495020133
297 142 437096733
381 43 731737963
642 21 702911727
36 501 959690745
525 578 513447780
165 92 423688971
75 426 293596398
491 685 852765177
344 4 74300743
6 670 946868744
237 21 80661378
131 599 174208895
180 270 442342486
478 367 630212541
526 283 999829095
289 512 300649982
546 619 383204766
470 670 361063132
359 475 599125759
483 42 512032753
371 213 561304851
175 170 155047517
79 226 188674237
348 490 172345755
539 544 431533802
226 427 3967070
279 112 175332676
109 65 715149615
524 399 231647393
638 86 295790130
708 395 684464085
163 133 646009522
219 539 46163464
65 48 583593776
40 279 208306141
377 618 600899972
250 208 350346776
70 183 835350517
101 711 384534067
344 36 372010156
181 545 585674420
379 72 234487253
414 204 5517191
64 194 768174133
247 634 488359808
325 519 906368970
548 156 427307117
307 461 628218027
36 650 565887622
69 79 934259289
265 614 309365001
26 678 734063723
84 276 223889802
2 298 944705083
665 190 955136850
150 261 871020747
6 382 626148542
416 291 616376684
13 277 325508419
89 168 609805622
216 506 988161522
146 630 518224012
348 9 734956261
119 60 317269321
620 460 962009155
490 568 527991473
522 544 66640742
139 610 53949699
82 243 484947351
530 124 153257262
277 230 525771462
226 272 800730543
447 673 728538491
327 601 789377994
248 279 344430768
713 215 839192259
608 9 977485704
275 296 469535523
27 456 37776385
86 540 793239164
631 227 521638999
276 620 23597532
131 12 818696301
484 475 448014053
167 670 670961469
18 570 217102817
499 416 444592606
217 593 594541506
573 303 316452399
500 713 856519346
651 525 328840781
483 366 620604269
118 704 513009796
190 222 942644832
230 444 860298092
66 240 391868450
468 402 653842924
603 627 703139299
592 407 122496315
710 292 799151156
349 449 818150392
498 399 310797773
208 145 455060298
616 124 87574227
254 600 983360742
231 670 959767987
117 644 687505931
231 306 36691509
243 164 974530988
710 552 58219464
624 277 243490468
109 36 337648849
154 130 277878044
647 701 769001938
297 340 837356606
239 561 366684165
693 645 754481180
377 384 878365833
555 709 758828878
80 703 284227078
268 285 562131163
682 606 346671008
291 516 838703742
133 492 870709835
321 695 125247517
99 15 518722782
290 325 399689510
30 136 195816146
635 226 978543718
612 561 969303320
516 115 550266733
433 493 59456778
477 230 650263997
352 214 632961458
354 226 781179811
370 169 976273558
67 294 50266661
400 1 755131364
485 267 206452495
251 522 346073645
379 343 919714676
211 297 196623308
299 282 259402472
34 290 597017056
44 452 311873154
450 172 307996731
695 488 254798610
469 299 318220036
561 112 856545645
452 343 250421569
416 164 330006607
662 547 296198370
63 218 762514971
468 635 389221167
401 370 950216551
370 45 155998386
471 204 63488835
593 591 545893546
478 246 759591807
335 49 841149798
529 158 594521727
95 343 993498310
32 381 776975916
648 560 779609405
460 160 357261234
390 413 923390103
78 527 599979561
91 655 955265251
430 500 878415155
261 318 788055185
223 65 619911238
395 159 685042180
384 318 309199787
1 112 455500698
82 668 525387136
236 94 679002195
211 608 581903366
193 580 693556509
330 586 962662634
609 197 549731389
375 130 573196231
413 232 363653249
443 323 678811050
546 446 730095736
254 473 677431003
393 587 651103855
306 12 394655807
557 583 60022026
84 92 280554578
505 110 686803177
624 490 854462058
248 37 471598359
626 362 451369319
429 10 63223158
523 384 586643860
536 302 865083508
324 2 894729850
125 580 82168078
255 273 636445194
418 392 188348576
678 325 923041056
371 224 850502228
409 22 13631620
26 518 93827345
170 647 295898738
717 514 719375337
200 373 215556589
452 667 149396927
699 383 680616140
667 298 738844776
663 247 169695871
154 532 425923791
290 184 313761600
122 190 672724366
682 149 559168897
566 336 54281103
634 349 837581258
314 161 459964183
703 513 122291563
14 647 859849687
466 533 353709562
577 716 79314923
549 8 765204325
254 58 39858149
211 305 960463769
709 60 387673944
541 15 977017394
437 94 571965549
55 541 42815454
12 397 248024826
303 109 894085562
195 27 690602846
558 519 490098354
493 453 543437255
278 436 69342119
58 27 111032797
696 419 160075625
622 45 132776728
231 468 733610154
20 230 986804775
401 572 853278083
472 570 57087347
337 421 966040617
567 17 746285867
35 641 311826240
511 272 645532245
688 437 26460341
431 647 7515375
133 338 247979431
137 631 772171392
629 238 300991606
57 50 64834464
457 54 349274849
618 168 358420827
665 697 412998326
463 202 529820011
562 558 273006474
613 546 935621661
371 554 978005309
503 203 352545423
350 3 492491844
621 313 682556111
113 228 635836683
705 489 688474975
664 470 38224578
679 335 267732624
319 640 734378850
611 477 226202872
355 616 372376475
380 170 127359934
564 141 372683529
105 48 677518944
636 31 783393611
275 284 160148887
685 9 914736559
71 191 731742922
47 90 574555979
515 274 817555591
296 496 531814961
493 463 118595745
16 152 736696408
519 540 219607899
483 19 76801346
364 687 218183351
525 500 185786380
215 165 152810812
39 108 781624399
611 242 948742530
198 328 487022194
612 717 629381049
238 453 115237162
196 555 64659359
57 355 334033433
287 702 516931131
149 538 436822025
536 520 246594438
99 185 426769192
673 259 814510700
128 559 967238889
223 661 560630874
458 135 414454778
277 181 623913512
231 247 521225168
536 303 354013217
618 632 513488988
454 588 127589041
81 381 191258090
151 209 687849638
57 490 181423145
598 50 59432775
14 267 689448947
577 90 250564880
533 127 133621619
690 56 865452145
501 565 472620865
523 587 783167472
460 200 264287267
437 685 441014726
70 677 921024648
188 623 316154559
453 586 204620409
256 234 40716457
556 367 395865472
465 317 35252259
158 463 286041453
179 336 994893280
549 409 278241676
595 168 527186374
104 139 344971865
435 112 456311377
592 66 421660712
359 543 971490550
587 292 205322035
613 167 40097689
693 292 542749180
533 18 600767446
401 493 30509668
687 421 990289919
578 320 397010903
523 646 123007235
678 8 393647192
609 326 696009552
247 212 828561857
424 166 598872893
203 242 399529623
424 109 965243033
44 508 370547339
247 197 23940422
208 376 957910654
214 570 799520762
97 271 726995683
629 167 73853435
166 189 499779092
134 690 289829447
469 347 328052386
500 648 332020831
90 343 872666484
404 548 899721414
603 570 129495836
528 185 380963227
11 463 143061367
612 198 631078665
394 250 718497383
418 463 244261827
289 433 14072673
297 409 789599398
499 702 679633569
224 213 727199187
444 181 708160831
112 451 272177120
419 504 432684288
9 42 86130318
425 535 651496666
252 124 574086946
369 156 839197415
704 218 816546861
14 616 470839004
234 32 770176198
474 154 29058673
651 41 617025411
657 676 200301295
320 55 231593739
690 562 145049009
402 448 654660856
559 15 153873556
577 649 56571133
288 299 950532914
29 434 641351539
706 12 723556113
122 208 975025296
543 57 35125486
659 460 837293544
378 521 462166907
266 302 288960884
196 7 41246182
710 691 734545586
38 226 802315302
336 433 349137282
500 385 580952235
520 652 28521288
216 413 970509127
160 557 390298620
89 390 270715384
67 481 162886879
512 257 934494809
426 452 464741904
565 545 538504952
589 203 795132473
472 314 337857454
509 303 948193583
142 256 966445867
210 385 271668281
341 553 223252006
627 131 733529777
388 711 240564035
634 680 134578194
526 697 548801746
232 547 834323420
653 78 632263669
7 2 329438320
212 465 147569042
605 153 275119944
623 698 776563183
10 697 341300800
367 359 630590693
467 338 82506097
336 536 60684963
153 74 857950335
141 642 868873233
538 416 485883110
365 458 165830706
147 62 923811991
686 611 700786619
114 20 434568696
92 375 921435278
67 201 550036931
45 304 236629270
332 270 486855370
590 611 212829941
299 495 497391947
602 208 13674754
366 666 795875442
24 83 419928186
605 587 725442687
441 187 538470576
380 531 292111097
451 280 238332369
321 44 39836014
502 213 414378787
78 575 937694613
704 368 873949291
196 159 274131286
534 678 775694698
321 653 781299058
547 470 549670558
705 341 175296974
384 166 3782184
412 686 261186379
15 540 646537940
474 710 51301423
519 655 400336014
85 321 960183175
599 658 182125478
395 150 164055867
14 646 449888615
391 486 924556753
264 323 770646556
166 150 845037898
547 294 277295424
472 443 75449875
279 394 813709538
288 540 815734247
611 547 149488288
46 6 815639821
415 680 472026503
239 692 789753538
553 21 83511422
590 416 934527244
20 309 536716311
674 229 830697531
1 37 928254562
367 182 705396806
38 594 903975277
658 641 118309602
607 93 972870848
368 371 567679095
605 302 881119691
26 329 911514873
631 148 340611670
103 96 116251328
641 381 356823269
361 507 132890382
394 197 767246165
76 188 498631779
223 189 742503656
153 289 484270358
356 699 389737529
24 631 979417099
270 133 21707029
384 690 169590337
198 33 477349750
370 326 445618968
220 367 609414257
677 142 692827946
421 495 524441446
320 342 264145804
421 205 885017169
624 559 242231557
381 254 872606359
610 27 513034721
474 354 765720656
675 232 346262310
289 674 402148748
365 107 595498107
171 677 408691130
311 25 581126819
428 627 533507724
602 408 439540082
284 610 988087431
199 469 674818629
322 66 585450891
622 95 257175703
459 109 364453358
132 53 442078746
352 552 554611803
148 296 517927731
142 207 785603776
386 529 48552035
299 399 702584096
339 538 771082948
276 472 472061611
633 436 151983403
102 205 523322224
202 420 253864556
370 394 888248835
480 491 605587660
210 19 324677977
274 243 95119692
687 47 826950742
242 311 459931028
450 179 732048681
633 515 146572402
516 292 292777187
485 559 525173404
66 164 340149703
309 289 251825679
45 81 633090813
562 91 896860712
553 412 718020944
450 551 630624441
548 318 852045222
565 717 643820260
283 69 425482923
546 83 742333567
462 53 586053654
685 437 327932080
230 171 885555498
109 493 224218142
356 200 153238471
209 217 776725486
372 629 476268412
234 266 946642245
481 63 23614877
506 400 51935879
400 536 253979714
637 308 894780286
680 291 172984291
646 539 975776263
296 97 259617417
714 577 123092286
601 300 320335787
661 381 790225883
120 349 228932842
137 235 687236920
437 326 559466321
404 273 227613476
640 267 800222108
333 543 434672004
700 53 915913450
92 628 412263724
97 345 170758175
468 704 703008427
658 565 22497517
233 550 758188260
75 193 373714900
272 679 384459758
83 282 649592176
114 145 899250955
503 418 537048321
371 446 6095494
571 636 816954371
311 434 998593546
260 94 408896761
272 589 569674941
531 50 995105760
404 305 964575498
3 439 875579275
48 33 968423247
347 652 262885589
705 456 623536215
288 484 261303583
409 313 983289313
97 710 1786404
566 237 696038827
165 376 32149358
74 31 805264707
278 443 12353069
249 697 359277636
159 405 155904979
645 511 132051460
596 318 393819276
18 9 861985010
77 684 526117974
531 567 870716602
586 570 294854783
275 390 886997278
516 240 69772266
359 171 476728106
384 397 315819061
241 628 104032644
337 42 134009222
319 518 915824711
189 374 143042499
342 116 886839549
632 40 146671387
435 498 524945828
98 545 181462761
167 179 200476995
697 702 282353525
64 186 662605689
606 344 598715021
404 632 398721791
468 508 812050855
75 541 688691623
251 165 938579765
134 685 592851992
127 605 377883059
80 398 820230657
560 124 37756083
597 600 145437690
12 568 493383647
415 700 441427721
363 201 276814157
204 527 643933570
113 624 480906552
526 713 379758161
707 627 246577178
512 24 883627394
58 622 427700210
658 265 885556629
162 695 879168274
340 329 982675910
81 66 474078579
290 336 99744823
129 405 970643751
3 258 946911866
394 409 30897554
354 402 828028726
536 593 866759321
467 495 342554273
180 172 384849684
544 349 896741460
293 136 206135382
243 115 700043691
550 458 432938075
431 367 46771797
23 424 190946708
184 675 362034088
397 666 91215596
79 337 529344552
379 431 326902384
518 33 955508936
463 291 885073624
78 681 914157844
153 95 684737573
660 11 311771455
54 216 768608310
681 564 432144124
572 541 523825640
650 195 313035709
95 666 932748217
449 4 756222159
52 648 956992644
267 9 965669336
715 57 188845951
250 111 877155561
694 672 395413019
479 249 118777377
433 372 289189434
129 111 520548545
368 683 862606048
253 561 374525978
493 460 708441209
466 240 75052583
583 603 636118715
266 621 88989097
442 425 101686352
247 497 497544712
40 217 450221630
202 536 527204695
259 55 741449251
161 541 3524253
413 547 808154078
122 392 254919695
69 509 514092067
587 495 53995107
654 98 927332705
87 335 705203979
416 428 210386316
394 479 48696523
226 594 193839455
595 86 979823716
386 183 299848657
558 141 337043535
543 635 249003948
275 630 700981332
665 279 985842678
113 472 540780996
420 271 606539004
511 369 336119954
524 552 884812827
93 442 770737329
569 502 427529451
121 661 29347784
322 156 525555754
79 309 923268147
468 276 698218834
717 650 273907533
173 389 942883887
58 311 869121891
464 65 920088789
10 22 657023569
3 235 149345285
570 65 160939824
116 519 878118043
253 118 838088333
100 520 587063587
114 306 855435040
380 495 97319033
405 349 483199634
48 623 623046591
51 270 477231800
237 651 496988499
563 62 264181136
626 444 174611940
6 699 331880240
56 711 69232762
129 613 581021980
572 394 743182010
495 369 492962450
17 689 802647144
106 248 983586355
26 36 617713991
712 691 604606468
411 103 591071608
441 87 948091977
572 677 587947171
717 31 220722694
615 292 583728714
26 520 472021468
537 480 831020978
485 665 430974812
294 119 581331797
686 252 851390026
216 522 353766473
170 715 385593140
473 403 643574037
458 158 118719010
289 420 142598299
536 538 450704502
491 45 690516589
386 508 367034701
689 226 384133772
532 406 479361087
21 693 471908140
575 338 846273282
300 274 118310421
68 526 743346247
11 96 25506896
631 58 186461218
519 321 959519442
397 229 207149168
204 315 213595719
370 60 75772867
180 63 179841916
236 701 672867500
284 119 368159632
324 602 393821264
67 566 19983153
648 401 393599633
33 178 868309389
256 380 666439322
715 275 778644096
118 98 794181652
53 667 334140660
196 575 393066289
554 432 799492096
346 567 125354954
620 212 520748078
701 210 558648776
586 504 77447113
602 190 103906290
282 429 489137157
400 474 356785583
522 28 135468997
84 616 389518809
58 219 295797089
566 201 623279849
159 663 277949544
574 504 486721197
405 246 358899772
17 659 100087981
272 226 655670938
526 412 277876437
439 358 93291661
326 105 548984527
393 171 668290534
60 377 756924977
641 488 793715992
627 630 953110671
196 336 726155717
429 486 202707742
624 630 322743803
279 185 805235995
6 313 203666566
482 178 692835720
497 403 718972670
456 396 748930633
116 656 627211580
662 68 697514177
191 53 340485494
537 614 489713466
504 661 385240873
354 86 480086063
222 540 950120709
400 23 484253225
129 79 116995151
439 242 613678800
29 93 926384174
65 199 484521618
387 326 222549661
237 403 166913818
467 537 549471533
552 255 110647334
373 650 924582026
463 647 552840727
421 633 59435697
365 339 889371679
107 660 589052835
97 45 398236692
181 72 658335878
490 64 98891657
6 270 777861305
279 620 231215950
538 557 686291756
489 284 870555845
147 293 206279852
693 638 666522211
29 422 225011576
332 251 892327830
304 152 703257023
186 278 505236531
261 432 391315442
358 456 257410389
58 563 101376308
35 635 369872189
346 93 923114382
12 382 492666640
225 653 588596978
663 708 23189300
544 268 82172877
276 478 437561117
429 79 344580169
312 67 107954922
668 482 990576590
272 576 949371352
318 588 75584594
366 549 584567722
285 215 225455612
174 100 455887015
459 705 491476945
323 368 358759441
42 510 972577302
556 683 163773588
19 395 591148178
375 589 326564325
713 417 539827959
240 455 123997885
635 491 465472311
144 573 679500101
425 244 644376218
108 280 325434979
495 189 100586890
672 595 452241913
219 80 778423009
588 249 269642699
564 382 600663471
665 659 609890124
304 346 52678496
700 266 365136602
613 406 261716562
329 137 781715276
590 629 413470758
37 101 944835160
286 95 711519042
398 160 715194783
302 560 766431902
506 16 254888660
686 40 386491520
474 545 872225512
691 127 602484263
391 524 956858799
697 504 393871527
68 168 55650434
254 264 60218089
541 100 474950938
309 228 721896092
167 567 895818646
591 448 46193172
286 512 614947597
313 341 832701209
624 634 216486468
238 262 628555914
216 457 591865233
140 186 336275081
515 273 273782787
672 692 489218026
489 60 318284988
272 506 666120420
324 449 375568449
411 643 447057928
29 396 42479209
466 47 549347500
162 176 126332695
335 583 321713765
49 514 759848918
429 211 831709053
380 539 47989769
530 396 928554275
289 58 614348027
653 112 988262682
192 340 309897864
708 85 990740435
232 351 806080133
190 445 891011181
651 359 881459373
406 275 889897063
442 435 164055875
638 150 65888243
551 546 653529832
451 226 16022510
495 613 240733033
107 538 363050640
188 455 600288962
608 342 768467805
76 679 960866581
11 178 950924989
165 466 543513077
290 398 746205544
314 670 150358648
210 644 901821041
191 340 585201740
394 685 945173629
705 152 847337170
186 698 279145686
110 365 725603167
715 664 719030432
663 293 924178539
123 21 94579729
478 702 955330275
40 595 392282749
284 54 86454777
186 197 488799636
675 173 797136662
135 287 288182370
600 207 229973169
426 476 44156826
550 45 696644829
669 280 611866672
421 184 916409470
266 283 719985950
292 183 840210168
589 32 593739197
166 476 877647426
681 451 192905342
348 450 939554672
159 650 366529464
580 674 586196658
609 252 769490000
656 109 940099053
507 716 676390647
187 545 489231306
497 22 343115705
284 75 17684871
63 550 233313159
289 128 669778653
65 671 810453209
552 632 928889542
611 327 279153047
304 475 505168162
687 127 410585580
244 636 416912547
1 664 575763049
20 541 183923208
476 122 580916215
646 409 572060537
236 209 324106151
516 174 152658464
537 124 95028817
229 683 448808437
646 538 998899724
10 517 961211540
47 52 830321251
702 195 687404352
256 247 921738082
175 517 680534069
81 199 553249672
242 663 291790096
89 697 881494826
419 448 570629972
30 14 316899173
435 222 186059951
519 690 382475899
230 93 829041244
155 635 415246553
435 394 256577387
392 668 862040480
158 231 347957401
2 181 56556754
398 623 850393537
59 2 993793512
476 113 491021853
67 698 927682344
165 97 550854590
48 139 556360586
565 515 951589751
629 362 358682478
427 450 586583752
331 662 124848581
499 576 661425106
466 490 631543893
301 343 417600581
631 13 253831837
406 346 432224602
347 129 816169699
24 325 807733658
209 194 867260559
138 460 11973412
629 94 336187610
432 170 419641996
162 644 645731652
703 123 852564178
588 354 772061469
207 435 778414825
36 384 34919956
270 392 794687816
609 226 279543637
603 146 353058981
166 714 747575290
552 381 481984402
211 269 612060866
161 49 415526063
395 460 385646204
652 702 875853537
489 422 50106418
696 475 234254352
307 514 132909638
661 24 631719529
643 113 766073875
693 371 572092251
717 631 322577150
56 87 895589114
377 244 462909750
290 529 194538899
197 400 741660138
251 430 139379587
114 157 774864373
253 540 67774141
294 623 239895518
354 148 279714950
682 484 542520550
298 699 153609363
480 160 579548751
569 702 844153668
518 457 165445926
637 650 656642683
446 508 620789364
591 142 562018593
6 615 246819103
368 140 627572207
480 453 273095642
370 593 414296224
48 27 117835288
332 514 849031793
91 503 474104105
147 294 376187720
164 111 175473060
613 651 658675699
77 531 478242947
348 304 936532876
469 686 288673856
40 582 977002836
531 631 523967223
587 79 974706359
390 144 838899777
573 95 876874574
83 531 30314578
264 231 373214010
507 621 349087234
256 521 318183979
1 283 935217304
122 274 527136156
275 88 233568236
595 715 701950142
67 541 638448293
647 461 40535575
510 20 977712943
106 144 780287933
56 534 56168633
540 41 940978346
662 500 783850826
99 211 638166228
135 43 840606774
561 170 55850471
130 615 378635320
506 329 916443658
278 635 625936427
404 120 447776955
58 436 320185667
14 181 925584459
52 598 991634343
560 413 176337887
427 479 585836567
296 269 436840917
648 256 207417100
574 490 606986203
151 170 198719352
503 621 111418783
236 385 916279110
460 198 712452372
407 674 974693133
368 556 667013043
244 187 864137826
137 501 208056008
162 190 39021431
90 445 225571595
593 464 727055342
566 706 308559037
23 375 305661160
557 444 553066905
381 215 87727104
525 371 78565418
150 39 770839685
690 153 266558121
689 28 173862534
400 580 665136576
488 456 427279894
347 142 583792474
218 638 553214423
691 219 931600171
365 97 251033932
634 465 321455363
256 369 702288018
289 703 601416519
307 74 551761883
83 305 661468533
307 155 452431101
495 262 528350136
360 426 980355404
675 77 586535720
566 529 116481749
243 279 843605021
171 356 210171500
46 312 590915781
119 635 740133232
511 6 212003345
517 63 344849302
151 534 806503156
677 82 416578415
676 606 431895975
530 278 4090592
55 25 915539387
415 236 391193504
363 604 13340237
29 627 663218599
429 538 293818559
353 17 480119650
552 598 10169980
553 477 200030090
502 666 187544111
34 346 893683643
162 697 449014303
610 482 188201713
115 325 338598086
501 487 215585711
169 388 513413129
439 574 524788428
542 107 947238633
315 263 138492538
674 88 260796695
512 612 349510804
519 57 999649781
53 324 692274828
399 99 861313182
204 441 426593308
354 265 514183753
117 361 885460345
213 212 361590794
270 670 756561210
495 237 523674761
