425 21861
84 113
23 153 788268175
50 204 319562183
208 413 541265702
232 341 319215253
307 93 230777461
417 349 814869669
266 213 988794500
17 140 173960281
64 363 22835257
262 63 926638825
155 122 491839032
80 73 656931430
87 105 130956267
9 300 350250286
16 269 48904911
81 376 718127724
353 45 141911616
327 160 392615822
147 415 929973472
390 334 592943294
90 277 988191346
177 393 560095013
196 51 889090840
203 29 537628765
322 387 124740299
282 14 882759202
75 18 704663499
350 208 535295315
131 242 361576970
109 418 837694616
269 241 480347969
422 243 675456878
65 382 478854929
274 83 338692604
242 236 814637358
421 185 533748144
171 135 825813714
424 337 424040404
313 196 819521170
190 207 633861755
14 206 35480283
218 107 912911138
236 337 655671752
309 106 695934757
85 318 894664291
252 120 62562852
170 92 750984940
155 84 6569493
368 14 436350822
266 7 628630519
77 364 437344392
267 122 298431560
185 204 520942007
246 198 242431422
175 174 173683317
51 259 19761707
135 11 939953194
25 285 818896156
196 150 179441
237 410 752291080
401 311 682439248
229 27 596847626
395 104 443532551
217 270 389586211
132 282 451402310
104 26 95739911
91 285 153727617
262 138 11985367
154 199 792789236
231 232 858735174
213 325 85559303
408 417 350984664
307 120 675900161
10 400 151772197
330 12 787270970
188 398 398598140
235 82 673302344
280 34 686978094
56 270 869254082
419 26 155543660
9 144 731775988
62 138 739510696
286 67 793971783
225 275 672740075
7 344 781514901
246 403 7364021
25 203 109686367
157 29 838358494
142 184 958660522
16 350 366866271
366 256 692890667
321 406 677450268
302 79 645577794
197 54 449510676
104 376 729496358
31 182 84221300
113 407 32815735
282 80 47518027
285 416 677514697
154 313 37882587
232 411 514127381
236 133 694204265
56 320 99474863
234 423 179929321
206 40 118996032
90 175 894131589
139 78 791833803
59 136 290693439
135 262 357051066
228 34 6680172
172 36 751073612
23 212 143485442
65 335 122805641
184 141 321705246
260 71 265087539
101 312 43786417
326 79 218827523
336 262 692510431
252 326 768235237
385 333 43788885
169 314 460503909
231 202 931439710
374 41 4922058
67 48 377075612
217 258 638689577
378 264 822697299
64 28 151067441
258 166 78158247
101 359 489663852
297 34 983774648
364 271 225782027
226 293 52841980
354 338 176345164
226 286 816613462
318 415 496430463
297 325 617891091
85 38 575409511
122 137 61225928
348 378 490791295
68 202 215362359
180 396 48092845
303 124 678384739
21 350 564846067
197 114 755005790
50 376 221873057
163 394 578519166
425 97 791883267
52 44 743135883
138 376 931104907
409 386 374281150
155 350 121191345
354 159 952036678
19 17 743255935
182 253 824519294
100 28 245883617
9 239 527590683
235 82 249345586
4 237 993755086
200 215 675046151
328 212 694242723
224 209 157113299
83 16 485521591
237 421 680993887
98 226 668438527
358 12 639943196
313 270 337272767
198 371 503966054
153 330 390619459
261 226 815287419
394 22 615376512
74 419 743004234
41 143 146880436
244 346 965229545
93 150 690162608
132 189 82589013
54 159 547992132
41 79 171910170
93 347 106822791
384 204 178634515
34 344 262695624
14 266 758400111
282 339 131191860
42 41 757467453
86 278 74311381
283 313 544179496
293 261 121727062
412 308 665490420
380 74 554374961
101 188 195985480
308 415 856648396
343 70 800269443
335 194 851927335
239 332 110955567
283 34 833218660
39 148 140756532
320 187 641477130
91 49 65741253
398 377 844496599
377 266 360710866
155 228 621531431
198 387 438550498
110 345 392682939
156 277 681203681
310 64 116495495
240 383 977289282
343 387 523516101
164 99 120756074
53 273 548705334
307 191 803253762
240 335 657077588
169 190 623334774
166 192 942515819
284 321 183540104
197 287 285584406
250 376 276739831
376 4 894037072
323 34 949760024
179 49 993424512
395 107 667360307
240 123 565143237
111 137 29996535
182 281 432543911
150 195 298906985
418 240 517147876
56 254 11789469
218 329 545965859
280 414 947099418
170 82 562965799
299 395 767763598
74 419 927158148
224 93 507695162
107 68 226560963
23 172 181983343
113 309 324780254
289 408 233085218
199 258 393827585
340 394 818502345
169 339 121147771
239 12 319077373
119 280 199368465
135 424 341652215
196 407 259770684
331 232 193759353
400 171 992059431
397 72 54966415
137 277 167827760
64 130 986433253
126 403 816974402
370 141 301061952
405 262 474135801
397 5 285662564
313 151 251615209
314 110 862136428
1 399 168697045
48 204 853392367
162 95 842373976
303 180 147191060
96 331 802071843
6 95 769874617
121 43 695000179
384 263 30377825
187 316 330870929
206 112 35921490
272 251 136677089
337 408 290187897
384 371 462208093
299 93 198119359
318 311 297383361
327 319 992185049
6 300 576300843
211 335 782758256
133 17 842137558
380 388 332062326
148 283 641947153
114 176 71487766
258 183 675299831
283 202 937178018
77 185 784084426
290 131 997194812
357 276 689587976
290 162 558714630
347 97 392271988
160 302 674217925
161 125 872167440
296 382 861147324
285 411 72051920
234 353 935736849
81 250 325949520
121 46 926264338
256 221 677350554
333 18 434788530
399 104 223521547
68 9 630962056
353 320 159634507
134 142 975552307
154 214 712096617
401 103 84182803
231 201 408328324
76 391 986040245
67 247 267989553
90 185 640617944
54 46 858192285
183 142 674967224
77 341 321026651
284 340 972527964
9 225 255943113
388 222 6333794
420 84 256595818
96 56 66829682
150 81 518998934
185 388 530376599
85 183 262994406
26 266 329335101
127 392 971062821
72 70 917158177
146 89 845236119
83 41 319561808
13 135 220271112
45 272 458061759
419 192 865780231
52 167 276067420
108 83 397990523
37 124 461132663
361 339 404586179
120 175 612700649
209 131 206158895
263 188 697897248
180 21 92818903
80 191 403821857
59 391 818404189
55 30 348868279
37 350 142585650
269 265 638318426
260 53 320222450
281 27 959131591
391 224 541541103
137 122 155319968
96 273 648070425
50 360 226372466
91 220 958136449
423 324 214077326
388 216 615695804
196 324 347202387
115 369 82790818
192 156 790749748
246 280 723880383
272 20 136832515
222 111 281271374
128 398 958368797
241 339 979006574
64 296 120441835
305 240 773450466
256 293 186333828
21 6 834347523
114 107 322063237
143 5 193547443
48 348 565062603
73 104 622356683
118 150 277357922
335 161 10789291
1 179 575206960
233 98 970920680
241 177 593884466
58 137 279356051
108 236 659154669
389 290 262728677
115 186 760782030
380 267 829700936
54 63 354066005
1 287 626832110
268 64 576630376
394 352 921558984
108 307 16450819
193 22 394083558
47 345 122218240
213 407 701939894
303 143 115895482
418 425 184285401
278 412 70422921
419 333 560848931
58 262 252956787
201 54 443314425
316 218 637048938
196 400 354831850
373 75 425596248
211 41 775738814
424 334 17858077
8 200 59233448
319 191 738185656
256 50 837347736
62 290 789718705
119 165 790206084
326 9 687220359
179 423 643679278
30 373 759784291
256 16 102533805
403 109 974516819
320 399 825111539
408 81 994065653
37 367 243264992
171 86 171237432
296 394 635843013
417 253 298128823
237 417 760064599
297 319 303202326
187 184 169662415
320 373 356009895
306 386 427954972
233 302 596206495
250 323 706961040
37 262 979104148
425 291 639905411
254 421 607944010
24 399 68569912
111 96 989315866
333 297 409131424
185 421 780399769
383 411 863312280
122 119 744803663
326 291 268147383
176 309 945618249
175 44 365336315
383 367 584521427
171 203 138877436
145 197 376726983
133 203 671405182
363 180 12892751
377 214 397853170
35 271 845724550
202 300 362328489
171 138 826453830
80 125 975864337
72 385 105551693
405 302 925035424
7 94 802250407
191 98 634805715
44 169 41376309
8 364 811541893
260 335 96910247
74 50 526741224
74 140 547673017
316 297 355186919
10 157 96604548
58 12 819726875
234 168 565644862
168 121 350245056
298 299 36509441
322 285 828861311
245 212 649714854
335 371 999338019
117 414 495955641
137 375 861423224
78 193 414397857
334 212 39456735
241 38 929723036
31 41 759472797
336 104 374918688
211 139 116242778
400 286 662769438
212 69 924037812
289 290 721616045
423 287 757761627
2 144 917980914
351 173 871909030
364 356 291409209
282 376 716231818
108 175 314241229
343 275 358035705
285 288 838321334
342 413 907781023
310 200 936956137
5 33 981233067
422 115 105977386
223 371 158116849
152 19 803497012
384 173 397503447
114 112 919447489
422 287 146996163
74 102 85863810
196 297 417933052
307 246 691200725
204 263 529738100
373 160 336660388
186 374 400220314
53 194 956105967
26 327 570390490
261 143 530608475
256 30 791244946
105 249 225791144
121 181 881805603
403 36 20663335
367 251 70742748
142 36 299187269
29 231 469146933
421 116 491217834
293 276 47638933
414 61 153922390
199 18 24585892
318 45 846889208
328 155 799071650
334 174 902373778
332 46 816582018
119 287 891032111
46 398 768686568
6 127 832149823
334 326 653852201
113 362 604788606
382 85 198201431
107 182 192629717
258 422 777119472
1 401 822353
287 144 187573386
53 299 877816395
165 61 747581410
108 421 68106526
229 57 362749323
197 221 805438055
131 357 35376297
215 82 674175450
64 127 445827180
282 280 688216184
157 401 840563520
222 415 783174475
174 186 703306
318 228 133322076
85 358 784729947
53 81 882749237
415 165 468708777
109 269 36141536
212 38 800225230
5 382 332958072
167 224 962735794
331 164 897107677
30 219 306874122
78 73 341994212
214 18 885826147
15 280 113625493
149 386 97860743
268 390 186788745
178 279 922103445
285 234 276020126
383 216 514280097
365 349 49431169
115 306 514085665
226 21 822537224
63 46 191885034
59 147 816634476
399 5 542613324
1 5 450885341
36 228 986679805
5 419 248639152
255 119 374355603
62 418 64293533
88 2 287696017
22 287 324391120
72 195 530458732
298 324 592413070
331 20 58491341
329 311 527850644
409 379 848756610
136 284 446254293
416 13 533170208
4 179 268526936
100 372 732361925
1 280 60296904
14 397 835153579
377 259 437409220
177 304 968235970
49 15 536962548
372 367 778500276
66 353 736230832
399 13 178020824
359 68 621832923
297 313 8090221
283 178 13869796
27 115 476215013
305 231 610761891
408 385 825029366
275 270 143479390
115 56 82100726
73 244 761445144
242 102 313583325
3 178 419590309
313 155 5078874
324 250 777860107
28 153 680459826
418 380 925911548
277 231 465086863
418 409 411810007
151 54 383028888
113 275 344882576
228 258 789368856
355 270 185133496
210 20 931032771
407 375 124601989
400 425 659679932
229 274 533330188
221 184 879482704
185 184 833598920
232 402 573109703
32 358 450115342
420 132 669992225
152 270 858892949
218 405 960414595
200 318 152596978
140 278 563990235
128 366 858914257
56 356 243884921
252 293 423625714
245 252 821012141
366 30 251143105
283 63 766392872
387 117 214576317
50 155 848253260
411 359 316544540
393 337 276067387
305 282 855183896
101 356 927879533
135 347 557813738
144 74 617951690
339 315 526440545
316 113 793100678
145 283 165792172
314 410 95986369
232 152 584487713
369 362 49922648
360 322 643117990
142 21 681516075
107 118 678355227
240 214 738423614
153 83 87879263
385 161 466606621
379 321 321871159
251 69 967823913
139 65 515333252
252 409 39031886
32 394 221708235
225 422 111555113
325 390 49596022
251 64 217084938
186 111 592646863
251 15 789710534
34 374 784976232
122 220 265142438
74 285 555525938
242 70 962526632
90 226 872103687
110 242 180194747
276 171 941404987
130 3 826041241
340 165 765694281
413 46 945991162
258 169 925846565
376 339 345305019
6 406 886972087
32 351 513241757
63 97 419419747
401 265 48220138
324 92 901374066
53 396 846126568
156 237 177950666
402 165 488768525
77 145 702124658
351 297 827461691
316 24 51565217
145 22 299422222
112 5 627781463
228 158 464522248
284 188 373451295
195 6 32904803
404 165 709254220
35 367 817480704
119 92 405304672
400 369 993319449
418 390 572177931
205 394 799085067
105 108 70698950
115 381 3515495
205 281 61747160
115 7 424015591
286 191 916382167
4 48 758451765
329 294 47426958
147 30 392324364
69 297 924662771
133 366 813310140
50 415 27814952
74 250 84145808
114 128 690860054
241 50 134180750
225 321 40374878
326 212 685876413
194 299 424167590
121 62 173050569
200 231 903671940
149 357 307867557
376 55 267785030
188 326 274006320
399 242 344673863
152 420 664698690
124 188 141836910
425 258 645948995
374 38 669116443
273 289 240614436
149 274 822358159
46 344 483569107
129 12 621936411
254 423 512607360
142 36 941488561
18 213 499480791
151 73 801883644
94 220 859527724
407 253 755271433
73 421 805582554
35 97 692943675
46 291 779897894
55 185 797048576
275 37 938346493
156 110 708533964
292 373 94633049
64 140 422625557
250 425 925243269
65 387 668609467
263 402 678876072
238 20 460293205
275 299 117910900
164 131 435650670
419 226 533026229
184 110 157389604
232 386 244718709
46 360 462799643
217 173 14486221
146 327 194002611
400 394 724019282
166 160 932255527
268 265 577526489
274 285 15201679
343 157 752610168
320 94 429222975
360 399 128705149
166 61 484537007
279 244 903140085
229 322 496149681
29 50 954303848
202 13 101906413
408 304 761910900
162 54 387211847
27 277 622753639
17 262 497432521
84 397 773884996
51 251 551265817
300 319 501163549
210 72 323603198
222 69 832830683
245 9 291554557
128 369 690948932
2 200 124372701
141 411 326511418
374 191 850372969
104 251 175155524
40 26 285666806
238 384 573954880
277 160 467021383
215 8 75307472
182 111 595523826
145 391 939545153
242 185 26781173
423 254 927242322
111 421 53865656
395 28 847697159
379 424 487354032
169 11 974267904
331 35 812197314
238 64 278520327
77 359 16821219
150 390 633368961
414 279 885362765
141 84 247688558
339 9 99889710
177 210 940018840
89 319 387182288
422 43 587469641
72 81 490744444
59 257 860299395
377 112 740161183
350 331 606675852
33 101 951120188
192 385 412907704
59 35 808300261
425 418 815749234
242 348 997664553
252 274 504655007
275 229 911364766
78 225 923494515
79 31 974435539
390 95 110961869
149 30 624980783
84 70 904784808
72 247 559381826
152 261 499974940
403 354 704981499
355 385 667993429
42 144 459726144
167 389 469563168
57 195 581231414
371 167 263488854
57 23 860554933
86 263 440856812
205 80 522823915
28 162 544788541
160 259 190195286
221 55 244803266
124 327 896521475
221 347 116567076
325 24 236981354
150 380 484722344
412 77 828176329
409 87 32345616
216 168 955022111
124 82 763861401
236 416 269401229
399 385 561865531
278 161 440882358
310 64 194259283
283 39 11322185
239 289 32176642
405 239 655736028
376 241 468294706
227 139 508879323
167 341 291646080
327 417 537843286
79 157 181453298
187 409 916427635
211 260 451890598
4 409 198339891
396 23 585326318
92 415 780730410
375 109 910827113
300 204 270188453
261 250 194170613
105 318 618328488
119 321 444027951
403 124 713773459
43 136 181702800
277 319 451360632
293 133 897490052
237 74 253238937
313 5 665600304
415 165 647838985
399 93 783712164
94 162 124272578
62 297 229308337
234 9 782034354
200 3 899457399
338 110 254852096
314 303 634717526
311 151 837490697
331 304 466465702
52 225 653150489
40 211 350416060
123 303 500741068
326 114 576169298
79 70 187408951
293 203 325362961
120 295 926197388
74 324 230056953
106 146 163676174
412 90 849237264
267 31 201124859
147 190 310727583
370 315 593898571
131 185 779182754
26 116 677401662
111 304 582536147
223 210 370455557
384 127 334108493
149 19 466575110
127 366 918280957
79 320 504715858
389 393 964505733
369 200 560570774
183 370 998147351
317 389 501685923
118 362 267467001
320 283 513166587
399 53 559081009
393 302 711220905
377 67 136144196
299 12 279363589
143 217 138469380
49 98 984868800
268 318 487834140
387 170 601412024
221 382 493818802
115 18 970728558
87 231 175804293
3 291 376630889
217 28 390689335
372 17 151502036
218 143 461589210
424 409 335353113
107 213 863380941
185 383 857659395
186 250 644368596
282 61 542229121
141 40 773150937
230 231 918259022
343 255 879345989
236 117 724924216
59 340 960101130
128 127 993928423
237 45 213219578
288 380 387234470
388 21 389042250
363 289 462242753
416 61 738503399
147 72 105209406
297 237 544257545
248 207 797243983
378 357 769483221
109 93 370779754
73 44 391066858
10 324 176234608
424 81 62576608
419 252 680458455
381 419 457201161
286 162 8202459
299 354 669966108
385 393 468141435
233 425 495169195
250 304 800980793
222 109 612881485
323 113 38605006
286 394 713083690
212 370 251579879
233 19 966156707
53 160 787057258
71 212 531549314
289 230 989853431
39 140 409090260
56 336 392539040
266 99 501954735
382 288 823101050
135 410 769133318
406 269 791314212
155 1 139847245
411 175 381279582
344 7 447276244
91 108 353775469
233 110 922431184
86 223 670480827
280 112 343321719
49 258 355699593
401 259 620768615
286 242 703816331
289 199 6137992
340 58 323903594
201 207 711069335
77 46 341777824
52 93 450425205
328 385 806942210
300 123 375200277
129 53 756954818
352 76 116556464
46 385 548219928
110 78 289313274
414 369 238199423
129 104 297109069
84 408 320954720
325 364 542388446
241 242 249841757
97 290 638129895
195 187 480618000
220 366 637860073
391 304 249818124
140 327 880338156
405 103 729238699
328 358 845647275
317 231 467959381
217 352 494085807
240 352 572982779
11 300 205772173
167 9 657570198
96 163 96801113
19 88 683000540
107 119 673771843
400 209 219435126
233 399 403543274
54 380 797765074
358 33 126462659
276 156 289332266
138 416 983624756
387 45 530486826
117 240 799498526
373 166 693142163
133 409 690827463
343 134 395629032
343 385 426563337
155 282 369644691
183 392 11639011
280 311 258721247
375 423 660411843
349 256 274859322
56 53 972957161
264 102 710054767
224 320 790525928
332 374 399272672
63 412 951370505
416 217 533902121
235 5 521600373
174 126 162167001
412 15 143795941
333 172 78150778
157 25 228027628
296 12 8547230
214 207 266791119
415 224 78400757
254 420 206585809
61 223 196994709
157 300 928446048
150 204 273030443
155 194 624152338
96 118 720686330
99 246 328928915
1 404 376168132
167 321 165288576
54 302 533871477
292 285 311548574
170 275 360670648
35 329 751780008
381 229 941418095
276 195 931154188
275 209 893199649
177 389 395843927
299 386 263163427
363 392 193013982
286 315 676339506
397 354 484144064
414 176 672018666
187 358 290746498
207 409 337361325
179 256 80340801
146 367 439400666
105 153 29520030
425 114 754118043
311 252 745220173
367 36 956539621
343 417 744482147
41 259 462925135
245 295 443016273
243 414 804305056
11 216 110306281
17 366 184793821
32 228 853256974
353 170 260712521
271 283 387654189
61 68 10093582
192 266 144125263
420 314 351314888
217 129 936946492
360 207 662621469
195 223 956970005
359 32 749155638
311 134 463163233
14 249 393692180
413 236 772922471
18 216 71482363
109 330 142039196
300 16 132699245
237 19 546530130
402 110 333018974
403 11 353633523
307 4 773541986
31 217 178453060
265 15 847171012
106 272 45885534
399 102 316590255
184 114 290663665
143 337 123377610
110 214 530347035
411 165 277939473
153 321 690433779
387 258 477176633
400 335 958205417
289 317 128928359
348 155 615176662
147 162 387874859
41 192 246793565
62 375 51767056
186 244 431007908
119 373 444077269
313 63 414039319
39 370 64192866
138 261 290857111
386 110 516975811
17 54 63274768
410 286 399854521
101 236 326424009
7 62 924694803
58 171 843592657
179 177 806764899
170 229 332937063
154 236 642662284
198 311 701352727
332 272 100845627
215 403 342344324
108 60 751771003
365 64 958775782
334 102 928669332
44 101 221194342
291 235 602489736
235 173 560653417
238 252 880737456
298 12 989314189
279 68 544999428
251 150 213643523
203 222 744426335
237 402 437309742
139 81 459272710
246 387 13487723
229 37 522906549
272 52 611678119
142 89 604855032
366 339 772585388
16 61 74004715
109 399 84699560
95 74 235377346
324 368 860918295
339 200 931662277
209 279 92526578
75 350 601970667
258 202 49213726
105 170 612729865
403 421 152490060
404 328 44528167
318 192 297468456
235 169 670144240
292 79 130843613
391 278 101681903
322 81 551334503
53 185 558203661
26 225 271697172
373 33 767982993
42 244 878569741
300 144 212485380
157 415 2804706
6 2 147723410
307 324 503115196
176 193 339271019
134 290 51734385
179 48 694527156
53 139 325954396
419 158 808422477
336 46 783490865
320 73 870646406
315 7 350396506
416 247 984774990
358 66 696286638
419 270 912518472
145 154 121276001
251 36 820901142
35 119 508887939
305 181 113667207
292 101 828497727
49 259 464360503
309 277 618943837
284 229 380508466
319 401 415144117
71 24 750370324
268 95 181895367
184 386 608314867
58 289 833121652
81 65 779683553
79 82 880819331
196 191 801545924
31 60 664617826
321 353 338664948
269 103 618908775
309 393 269402319
337 57 517761437
135 358 268521289
205 374 750966128
344 419 748512992
368 112 262508699
223 100 130288389
283 379 654886383
67 2 880157953
351 323 484701961
34 418 637204814
382 1 311413346
117 359 305280993
340 275 441258473
197 311 845106835
106 415 408550684
363 224 618143068
100 6 595880865
338 75 802313141
10 228 739530463
143 127 638438802
92 200 650901241
74 24 345837074
31 120 766145369
65 146 387224165
245 367 116369720
116 64 640119081
160 245 348471415
271 213 72519239
65 187 12675526
336 368 548077333
161 316 788796820
168 76 913830164
376 362 92256575
168 365 869430016
346 311 788052297
187 169 58641445
93 281 731197667
30 343 34317543
24 75 40126513
14 398 671439726
38 318 370623809
194 312 955419586
187 106 125741741
156 386 850629271
347 239 51870181
292 19 742673009
273 100 953457431
215 418 978732505
40 141 769420201
396 39 393666318
23 198 945075568
99 377 390361314
348 9 639192948
394 123 339151161
288 33 256344880
129 192 430073859
332 238 433695185
102 326 305266897
418 151 838367671
76 70 431613829
40 356 732411612
286 261 789698568
418 204 844627961
115 5 128451320
87 421 859869105
171 218 974017005
377 336 98381948
283 421 224559637
279 264 712634692
155 177 948194835
143 57 718782023
170 103 433059532
345 316 279337812
386 29 447332245
12 194 786722159
74 285 696109540
56 308 16063426
33 316 917562791
140 327 421268079
299 218 430638845
152 279 53268719
244 143 837047550
270 216 522603232
283 254 522887789
176 203 105753400
227 396 566244728
219 163 209686901
167 40 152615766
217 93 805746281
250 179 38287545
386 409 595940404
72 108 558254070
368 406 378075545
300 386 681303496
87 222 573701801
366 52 174974042
111 87 326918290
275 409 929880494
44 83 385404793
425 347 172572133
401 69 930021187
335 179 477915910
217 399 908943234
421 132 527229024
292 73 663039316
247 294 40120999
224 190 281994238
346 200 802664617
57 24 217353457
105 161 520764707
334 295 141294297
187 327 718182716
165 125 467785843
32 83 177360446
48 362 822398620
103 91 799138823
184 263 670261303
308 351 853588782
284 72 725878197
4 44 872765987
260 340 85773476
340 69 467530431
415 422 325440842
82 1 500200285
254 147 150321149
330 389 379543393
121 228 353248789
37 31 410860071
80 321 45874330
195 164 627585208
17 216 570900856
166 415 444259535
145 425 860256046
422 268 115518348
146 122 546478824
90 23 627355450
213 406 400528140
128 82 978440990
135 255 921484593
294 338 613490085
174 228 757486684
361 384 744753879
149 167 271053516
382 302 793695036
274 125 606114842
368 326 811759231
107 330 3074050
373 417 659034507
21 173 709350191
100 415 298553676
146 269 800727234
306 23 157064150
346 39 488789952
385 384 722046312
230 214 404939118
351 262 693783991
392 229 371119145
64 112 785436466
403 353 480476094
423 68 674109662
314 302 627102276
86 1 466607174
136 353 992827487
293 200 890925149
334 132 907450564
331 33 352297874
419 340 653683453
3 378 444288233
54 31 969574409
286 318 503527914
366 118 702117114
298 352 688166859
204 247 640187231
364 51 70065710
363 425 863446613
391 197 522720422
317 40 288945489
119 383 622024735
306 46 193841712
308 83 147200619
20 248 989396724
186 35 195592977
21 196 181889674
62 263 108590162
188 243 532822290
201 328 962188948
289 213 902379779
380 162 746711428
378 406 960937055
327 411 300578045
111 131 704635945
285 71 128924695
415 312 571852821
187 161 290015929
22 346 249000603
332 150 866799854
44 169 761707494
380 3 892798275
377 107 828599842
309 113 766101024
196 131 433844379
194 12 906760277
365 54 700772905
192 25 102308295
4 237 983853357
135 119 198624358
169 84 139819170
414 174 105909791
37 281 239985509
151 74 774803069
215 83 118606652
94 47 298327407
109 132 787575260
394 368 308068497
302 208 49709364
382 241 606973422
370 89 630098840
24 25 808364168
64 103 700752655
350 100 520209744
41 237 632664340
166 160 391438439
23 368 694052926
163 152 556908223
407 280 312188141
200 169 781958648
375 392 735478368
6 269 428996779
370 315 38988241
146 49 667468051
135 187 609134965
292 93 807309566
367 208 498233134
130 148 475353981
300 10 166760280
299 424 205870392
28 300 747773336
177 244 923925869
31 73 946327655
53 193 515458655
336 196 442947211
5 419 583065548
360 379 501125510
410 99 53183276
173 121 142255402
251 369 948972053
315 264 325817894
56 172 168587020
224 36 448515962
15 116 855554858
19 26 176935347
413 173 655891671
285 206 98788468
142 48 61072244
412 88 184336680
156 209 193297963
392 367 76606099
99 242 14576235
350 86 413244880
251 334 133470641
154 43 838510104
21 420 820633949
50 374 611547176
10 212 278918477
219 97 431448604
423 35 694689303
363 205 939904193
171 81 292653675
371 301 567758296
337 4 743602550
84 238 992641605
308 328 203970786
109 359 367289593
75 29 753568091
408 218 565038849
140 397 371482212
3 118 416170272
172 197 552823916
268 282 82536003
216 302 451814944
56 43 683920733
417 85 159900520
257 318 640138202
356 295 246624216
235 348 521013856
247 31 892700427
326 163 403827519
45 359 165705385
310 342 816375318
50 231 785193382
242 403 461930799
408 156 139765557
359 25 109233103
340 86 199645447
120 45 28407548
81 134 768361751
193 70 321700085
155 51 760329001
265 101 946706558
236 128 340237956
38 107 601862248
249 189 324094873
264 47 691096677
98 360 680609519
165 377 541115901
13 80 556746419
332 194 264791395
30 101 128226162
18 336 143378251
93 218 58365137
65 60 267426737
324 33 822506202
93 352 553112918
177 386 996211258
403 70 661927140
408 240 818801068
326 11 940211884
177 19 545156466
122 7 424739379
13 327 103896579
152 92 67030649
74 38 889520720
265 294 40341302
32 165 753744878
133 361 706107875
397 403 858421672
246 53 70331183
163 41 143229786
220 303 376224850
397 169 809185378
243 309 846459387
316 252 626168394
56 207 636070564
88 48 781033105
406 208 92922495
314 405 190726427
414 330 548842694
142 152 761888010
78 228 173955301
306 291 655891601
337 150 757872178
249 304 172905278
138 127 74375687
78 190 261063446
251 83 324202458
38 148 670118298
245 419 738635636
179 101 805749335
27 276 759638928
116 111 15599218
318 91 164506100
170 267 432016258
328 211 133606064
338 365 989676852
259 347 566096
11 92 20002669
325 383 461269271
152 100 575662126
400 178 606857974
196 1 830406177
72 94 241655280
17 230 262501104
267 203 91451506
8 287 1748808
304 14 656493213
162 181 839336738
307 278 428778165
76 339 769044283
149 361 200975972
264 322 335528828
226 90 394100184
247 75 193114941
21 139 212201506
251 395 161374629
39 83 82087210
109 246 64399716
92 194 272884979
46 228 702258903
140 85 345850989
381 257 662214549
218 97 371941531
324 167 627278889
319 345 200544282
41 321 626121729
89 139 374462357
235 266 767500801
72 400 851083344
102 187 130921543
17 232 40781248
56 211 920039234
359 410 184903494
107 377 653853603
93 121 482083394
19 67 747544001
354 304 193138969
21 153 901682595
383 35 287976949
32 222 739891854
244 93 585582416
294 237 726967647
291 275 638784126
72 305 62566866
51 60 774366594
393 246 179109643
236 254 145899190
17 337 996256609
352 194 3858763
78 203 545110143
126 293 24854219
178 18 716054509
308 336 543459429
144 143 538682323
36 20 817914548
213 44 319648991
364 294 470884484
280 77 981116502
2 188 936057242
113 191 91734740
178 111 288376187
256 292 865814925
342 224 391302802
84 371 720698116
398 160 678738269
267 113 633804570
274 124 806559010
220 141 983185520
408 77 265596742
305 379 587518822
164 358 521557277
319 48 565297140
187 46 963071141
43 361 14313095
116 367 561122286
85 184 465675676
293 402 607695638
389 248 284354009
80 225 409591598
30 169 454211780
135 170 542713541
229 85 638848709
425 19 724071677
171 305 960095702
35 252 333366968
387 2 224513420
240 392 771317340
378 166 999778661
143 327 183890339
301 294 666607595
10 313 928436026
59 129 213154716
296 417 750534437
59 162 660718790
127 32 356802389
287 47 18318993
185 257 909076398
319 249 808212533
205 393 301093892
141 43 28623837
212 243 986554892
318 213 274099548
157 296 461590940
49 287 670829855
307 162 410662443
391 113 993451920
228 324 56531669
250 27 439642003
387 261 504022285
397 207 584475619
356 166 927516524
382 34 419485868
202 266 661158712
222 143 535779950
100 284 850834194
187 46 718939320
213 177 83259651
63 240 567886941
104 25 699553476
265 188 72294476
279 267 767120970
95 167 293370058
183 174 8680370
386 96 641212502
181 233 754675266
37 417 935656394
353 157 363562168
147 1 111186232
372 252 418665114
140 83 313768493
63 200 595388260
269 188 477149274
195 378 207792803
357 350 987511247
35 257 380986370
176 373 627787244
55 358 269510659
9 63 967399838
423 77 109630667
50 197 740921896
48 385 746271770
282 276 430615522
17 298 716886137
153 95 993296767
199 282 822163348
298 223 680068648
131 267 943254266
102 381 148987225
10 61 301907586
201 216 737377885
199 425 652968182
402 69 554799102
388 160 157973153
186 232 277465355
62 19 72954357
31 411 348149315
381 245 247478213
18 138 614620536
383 228 506660231
391 50 569882807
395 115 2729337
22 227 4687877
401 320 296116088
354 61 725597813
84 246 23028653
41 148 25683566
110 357 341414931
158 332 662711129
237 28 236515719
268 99 174218488
257 318 380382348
40 377 571863770
73 200 331300039
424 368 891132431
327 39 928599344
76 396 243561189
159 327 355303923
244 118 176415705
333 420 255883568
329 130 67106581
418 294 732807056
369 54 130407071
345 412 334649807
368 154 231509288
119 349 668891792
147 32 124555273
280 263 860250752
264 229 902150955
118 155 129846020
403 188 378370832
359 202 386283553
255 170 644358917
46 259 168896143
343 316 317150356
31 21 598389234
410 323 918922171
380 57 548120383
172 105 956903446
273 18 377881481
102 86 92466006
21 373 483557236
159 358 200046435
38 260 999633392
292 67 397373229
178 56 705800137
398 288 577108902
208 319 405718245
111 379 753782913
348 280 925863458
201 81 33346683
189 159 960982056
345 329 455420566
